gender,length,diameter,height,total weight,shucked weight,viscera weight,shell weight,age
2067,1,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,0
2068,1,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,0
2069,0,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,0
2070,2,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,1
2071,1,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,0
2072,0,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,0
2073,1,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,0
2074,1,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,1
2075,0,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,0
2076,1,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,1
2077,1,0.61,0.43,0.14,0.909,0.438,0.2,0.22,0
2078,0,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,0
2079,1,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,0
2080,0,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,0
2081,0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,0
2082,1,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,1
2083,0,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,1
2084,1,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,1
2085,1,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,1
2086,1,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,1
2087,0,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,1
2088,1,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,1
2089,1,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,1
2090,0,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,1
2091,1,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,0
2092,0,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,1
2093,1,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,1
2094,2,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,0
2095,0,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,0
2096,0,0.5,0.39,0.145,0.651,0.273,0.132,0.22,1
2097,0,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,0
2098,0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,0
2099,1,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,1
2100,2,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,1
2101,0,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,1
2102,2,0.41,0.31,0.11,0.315,0.124,0.082,0.095,0
2103,0,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,0
2104,1,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,1
2105,0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,1
2106,0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,1
2107,1,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,1
2108,0,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,2
2109,0,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,1
2110,2,0.325,0.25,0.055,0.166,0.076,0.051,0.045,0
2111,2,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,0
2112,0,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,0
2113,2,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,0
2114,2,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035,0
2115,2,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,0
2116,2,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,0
2117,1,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,0
2118,1,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,0
2119,2,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,0
2120,0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,0
2121,2,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,0
2122,1,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,1
2123,1,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,0
2124,0,0.385,0.295,0.095,0.335,0.147,0.094,0.09,0
2125,0,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,0
2126,1,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,1
2127,2,0.4,0.31,0.1,0.127,0.106,0.071,0.085,0
2128,0,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,1
2129,0,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,1
2130,0,0.585,0.455,0.14,0.97,0.462,0.185,0.295,0
2131,0,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,0
2132,1,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,1
2133,0,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,0
2134,1,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,0
2135,0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,1
2136,1,0.56,0.425,0.125,0.932,0.361,0.213,0.335,0
2137,1,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,1
2138,1,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,1
2139,0,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,1
2140,1,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,1
2141,2,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,0
2142,2,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,0
2143,0,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,1
2144,0,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,0
2145,1,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,0
2146,0,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,1
2147,0,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,1
2148,0,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,0
2149,0,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,0
2150,0,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,1
2151,1,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,1
2152,1,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,0
2153,2,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,0
2154,0,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,1
2155,0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,1
2156,0,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,1
2157,0,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,1
2158,0,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,1
2159,1,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,1
2160,0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,1
2161,1,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,1
2162,1,0.71,0.565,0.195,1.817,0.785,0.492,0.49,1
2163,1,0.55,0.47,0.15,0.897,0.377,0.184,0.29,0
2164,0,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,0
2165,1,0.61,0.45,0.16,1.136,0.414,0.311,0.3,0
2166,2,0.38,0.28,0.085,0.2735,0.115,0.061,0.085,0
2167,1,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,0
2168,0,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,0
2169,2,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,0
2170,0,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,0
2171,2,0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,0
2172,2,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,0
2173,0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,1
2174,1,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,1
2175,0,0.575,0.45,0.185,0.925,0.342,0.197,0.35,1
2176,1,0.57,0.45,0.17,1.098,0.414,0.187,0.405,2
2177,1,0.58,0.45,0.235,1.071,0.3,0.206,0.395,1
2178,1,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,1
2179,1,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,1
2180,1,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,2
2181,0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,1
2182,0,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,1
2183,0,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,0
2184,2,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,0
2185,0,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,0
2186,1,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,0
2187,0,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,1
2188,0,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,1
2189,1,0.49,0.37,0.14,0.585,0.243,0.115,0.195,1
2190,0,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,1
2191,0,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,1
2192,1,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,1
2193,2,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,0
2194,2,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,1
2195,2,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,0
2196,2,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,1
2197,2,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,1
2198,2,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,0
2199,1,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,2
2200,1,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,1
2201,1,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,2
2202,0,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,1
2203,0,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,1
2204,0,0.42,0.345,0.105,0.43,0.175,0.096,0.13,0
2205,2,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,0
2206,1,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,0
2207,0,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,0
2208,1,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,1
2209,1,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,2
2210,0,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,1
2211,0,0.565,0.47,0.195,1.142,0.387,0.258,0.35,1
2212,1,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,1
2213,0,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,1
2214,1,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,0
2215,1,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,1
2216,2,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,0
2217,1,0.515,0.415,0.13,0.764,0.276,0.196,0.25,1
2218,0,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,1
2219,1,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,1
2220,1,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,0
2221,0,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,1
2222,1,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,1
2223,1,0.555,0.455,0.18,0.958,0.296,0.195,0.39,1
2224,1,0.55,0.425,0.145,0.797,0.297,0.15,0.265,0
2225,0,0.59,0.475,0.155,0.857,0.356,0.174,0.28,1
2226,2,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,0
2227,2,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,0
2228,1,0.505,0.39,0.175,0.692,0.267,0.15,0.215,1
2229,0,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,0
2230,0,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,1
2231,1,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,0
2232,1,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,0
2233,0,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,1
2234,1,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,1
2235,0,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,1
2236,1,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,1
2237,0,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,1
2238,2,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,0
2239,1,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,0
2240,0,0.415,0.315,0.125,0.388,0.068,0.09,0.125,1
2241,1,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,1
2242,1,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,0
2243,0,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,1
2244,2,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,1
2245,0,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,0
2246,1,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,1
2247,1,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,0
2248,0,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,0
2249,1,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,1
2250,0,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,1
2251,0,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,1
2252,1,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,1
2253,1,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,1
2254,0,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,1
2255,0,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,1
2256,0,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,0
2257,0,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,1
2258,0,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,0
2259,1,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,1
2260,0,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,1
2261,0,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,1
2262,1,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,1
2263,1,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,1
2264,2,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,1
2265,1,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,1
2266,1,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,1
2267,1,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,1
2268,1,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,1
2269,0,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,1
2270,1,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,1
2271,1,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,1
2272,0,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,1
2273,1,0.67,0.52,0.15,1.406,0.519,0.348,0.37,1
2274,0,0.695,0.57,0.2,2.033,0.751,0.4255,0.685,1
2275,0,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,2
2276,1,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,1
2277,1,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,1
2278,0,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,0
2279,0,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,1
2280,0,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,0
2281,2,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,0
2282,1,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,1
2283,2,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,0
2284,2,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,0
2285,2,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,0
2286,1,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,0
2287,1,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,0
2288,2,0.33,0.265,0.09,0.18,0.068,0.036,0.06,0
2289,1,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,1
2290,2,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,0
2291,0,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,1
2292,1,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,0
2293,2,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,0
2294,0,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,1
2295,1,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,1
2296,1,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,1
2297,0,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,0
2298,2,0.415,0.325,0.1,0.385,0.167,0.08,0.125,0
2299,2,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,0
2300,1,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,1
2301,1,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,1
2302,0,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,0
2303,1,0.58,0.455,0.12,0.94,0.399,0.257,0.265,1
2304,0,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,1
2305,1,0.55,0.415,0.135,0.775,0.302,0.179,0.26,2
2306,1,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,1
2307,1,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,1
2308,0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,1
2309,0,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,1
2310,1,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,1
2311,0,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,0
2312,2,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,0
2313,0,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,1
2314,1,0.58,0.475,0.135,0.925,0.391,0.165,0.275,1
2315,0,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,1
2316,0,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,1
2317,0,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,1
2318,1,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,1
2319,1,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,1
2320,2,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,1
2321,0,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,1
2322,0,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,1
2323,2,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,0
2324,1,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,1
2325,1,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,1
2326,0,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,1
2327,0,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,1
2328,1,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,1
2329,2,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,1
2330,2,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,0
2331,0,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,1
2332,1,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,0
2333,0,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,1
2334,1,0.8,0.63,0.195,2.526,0.933,0.59,0.62,2
2335,0,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,2
2336,1,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,1
2337,0,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,1
2338,0,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,1
2339,0,0.64,0.52,0.2,1.407,0.566,0.304,0.455,1
2340,1,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,1
2341,2,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,0
2342,2,0.255,0.185,0.07,0.075,0.028,0.018,0.025,0
2343,2,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,0
2344,0,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,2
2345,1,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,1
2346,1,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,1
2347,0,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,1
2348,0,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,1
2349,1,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,0
2350,1,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,1
2351,0,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,1
2352,0,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,1
2353,1,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,1
2354,0,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,1
2355,0,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,1
2356,0,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,1
2357,0,0.585,0.455,0.125,1.027,0.391,0.212,0.25,1
2358,1,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,2
2359,1,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,1
2360,1,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,1
2361,0,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,1
2362,1,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,1
2363,0,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,1
2364,1,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,1
2365,1,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,1
2366,0,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,1
2367,0,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,1
2368,1,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,1
2369,2,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,1
2370,2,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,0
2371,0,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,0
2372,1,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,1
2373,1,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,1
2374,2,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,1
2375,0,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,1
2376,1,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,0
2377,2,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,1
2378,2,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,1
2379,1,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,1
2380,0,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,0
2381,0,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,0
2382,2,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,1
2383,1,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,1
2384,1,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,1
2385,1,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,1
2386,1,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,1
2387,2,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,1
2388,2,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,1
2389,0,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,1
2390,1,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,1
2391,0,0.37,0.29,0.09,0.241,0.11,0.045,0.069,1
2392,0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,1
2393,2,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,0
2394,2,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,1
2395,2,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,1
2396,2,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,1
2397,2,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,1
2398,2,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,1
2399,1,0.53,0.43,0.17,0.775,0.35,0.152,0.235,1
2400,2,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,1
2401,1,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,1
2402,2,0.44,0.355,0.165,0.435,0.159,0.105,0.14,1
2403,0,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,1
2404,2,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,1
2405,2,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,1
2406,1,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,1
2407,2,0.625,0.43,0.175,1.411,0.572,0.297,0.395,1
2408,2,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,1
2409,1,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,0
2410,1,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,1
2411,2,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,0
2412,0,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,0
2413,1,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,1
2414,2,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,0
2415,0,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,1
2416,0,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,1
2417,0,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,1
2418,1,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,1
2419,1,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,1
2420,0,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,1
2421,2,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,1
2422,1,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,1
2423,1,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,1
2424,0,0.26,0.2,0.065,0.096,0.044,0.027,0.03,0
2425,2,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,1
2426,2,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,1
2427,0,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,0
2428,1,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,1
2429,0,0.34,0.255,0.095,0.213,0.081,0.034,0.07,0
2430,2,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,1
2431,1,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,1
2432,1,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,1
2433,1,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,1
2434,2,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,1
2435,1,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,1
2436,0,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,2
2437,2,0.335,0.24,0.095,0.17,0.062,0.039,0.055,0
2438,1,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,1
2439,1,0.345,0.255,0.1,0.197,0.071,0.051,0.06,0
2440,0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,1
2441,0,0.54,0.415,0.17,0.879,0.339,0.208,0.255,1
2442,0,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,0
2443,1,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,1
2444,0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,0
2445,0,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,1
2446,1,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,1
2447,2,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,0
